subjectIx,blockId,criterion,performance,failed
8,e000,SR_accuracy,10,TRUE
8,e001,SR_accuracy,38,FALSE
8,e002,SR_accuracy,45,FALSE
8,e003,SR_accuracy,20,FALSE
8,e004,SR_accuracy,45,FALSE
8,e005,SR_accuracy,40,FALSE
8,e006,SR_accuracy,38,FALSE
8,e007,SR_accuracy,36,FALSE
8,e008,SR_accuracy,40,FALSE
8,e009,SR_accuracy,67,FALSE
8,e010,SR_accuracy,12,TRUE
8,e011,SR_accuracy,36,FALSE
9,e000,IG_accuracy,82,FALSE
9,e001,IG_accuracy,91,FALSE
9,e002,IG_accuracy,91,FALSE
9,e003,IG_accuracy,73,TRUE
9,e004,IG_accuracy,71,TRUE
9,e005,IG_accuracy,44,TRUE
9,e006,IG_accuracy,91,FALSE
9,e007,IG_accuracy,91,FALSE
9,e008,IG_accuracy,85,FALSE
9,e009,IG_accuracy,100,FALSE
9,e010,IG_accuracy,86,FALSE
9,e011,IG_accuracy,80,FALSE
9,e000,NS_accuracy,97,FALSE
9,e001,NS_accuracy,93.5,FALSE
9,e002,NS_accuracy,89.5,FALSE
9,e003,NS_accuracy,76.5,TRUE
9,e004,NS_accuracy,82.5,TRUE
9,e005,NS_accuracy,88.5,FALSE
9,e006,NS_accuracy,98.5,FALSE
9,e007,NS_accuracy,96.5,FALSE
9,e008,NS_accuracy,94.5,FALSE
9,e009,NS_accuracy,88,FALSE
9,e010,NS_accuracy,80,TRUE
9,e011,NS_accuracy,76.5,TRUE
9,e000,NS_mean_RT,613.5,FALSE
9,e001,NS_mean_RT,549,FALSE
9,e002,NS_mean_RT,668.5,TRUE
9,e003,NS_mean_RT,677,TRUE
9,e004,NS_mean_RT,639,FALSE
9,e005,NS_mean_RT,615,FALSE
9,e006,NS_mean_RT,560,FALSE
9,e007,NS_mean_RT,578.5,FALSE
9,e008,NS_mean_RT,626.5,FALSE
9,e009,NS_mean_RT,622,FALSE
9,e010,NS_mean_RT,660.5,TRUE
9,e011,NS_mean_RT,694,TRUE
9,e000,NS_mean_RTdiff,26,FALSE
9,e001,NS_mean_RTdiff,14.5,FALSE
9,e002,NS_mean_RTdiff,19,FALSE
9,e003,NS_mean_RTdiff,15,FALSE
9,e004,NS_mean_RTdiff,28,FALSE
9,e005,NS_mean_RTdiff,31.5,FALSE
9,e006,NS_mean_RTdiff,25.5,FALSE
9,e007,NS_mean_RTdiff,34.5,FALSE
9,e008,NS_mean_RTdiff,31.5,FALSE
9,e009,NS_mean_RTdiff,36,FALSE
9,e010,NS_mean_RTdiff,23.5,FALSE
9,e011,NS_mean_RTdiff,31.5,FALSE
9,e000,SB_accuracy,50,FALSE
9,e001,SB_accuracy,27,FALSE
9,e002,SB_accuracy,40,FALSE
9,e003,SB_accuracy,36,FALSE
9,e004,SB_accuracy,62,FALSE
9,e005,SB_accuracy,60,FALSE
9,e006,SB_accuracy,47,FALSE
9,e007,SB_accuracy,0,TRUE
9,e008,SB_accuracy,62,FALSE
9,e009,SB_accuracy,22,FALSE
9,e010,SB_accuracy,60,FALSE
9,e011,SB_accuracy,30,FALSE
9,e000,SL_accuracy,33,FALSE
9,e001,SL_accuracy,29,FALSE
9,e002,SL_accuracy,33,FALSE
9,e003,SL_accuracy,33,FALSE
9,e004,SL_accuracy,55,FALSE
9,e005,SL_accuracy,44,FALSE
9,e006,SL_accuracy,25,FALSE
9,e007,SL_accuracy,11,TRUE
9,e008,SL_accuracy,33,FALSE
9,e009,SL_accuracy,0,TRUE
9,e010,SL_accuracy,12,TRUE
9,e011,SL_accuracy,30,FALSE
9,e000,SR_accuracy,0,TRUE
9,e001,SR_accuracy,0,TRUE
9,e002,SR_accuracy,9,TRUE
9,e003,SR_accuracy,0,TRUE
9,e004,SR_accuracy,18,TRUE
9,e005,SR_accuracy,0,TRUE
9,e006,SR_accuracy,25,FALSE
9,e007,SR_accuracy,18,TRUE
9,e008,SR_accuracy,40,FALSE
9,e009,SR_accuracy,33,FALSE
9,e010,SR_accuracy,50,FALSE
9,e011,SR_accuracy,27,FALSE
10,e000,IG_accuracy,100,FALSE
10,e001,IG_accuracy,91,FALSE
10,e002,IG_accuracy,100,FALSE
10,e003,IG_accuracy,100,FALSE
10,e004,IG_accuracy,86,FALSE
10,e005,IG_accuracy,100,FALSE
10,e006,IG_accuracy,100,FALSE
10,e007,IG_accuracy,100,FALSE
10,e008,IG_accuracy,92,FALSE
10,e009,IG_accuracy,100,FALSE
10,e010,IG_accuracy,100,FALSE
10,e011,IG_accuracy,100,FALSE
10,e000,NS_accuracy,100,FALSE
10,e001,NS_accuracy,100,FALSE
10,e002,NS_accuracy,100,FALSE
10,e003,NS_accuracy,100,FALSE
10,e004,NS_accuracy,100,FALSE
10,e005,NS_accuracy,100,FALSE
10,e006,NS_accuracy,100,FALSE
10,e007,NS_accuracy,98.5,FALSE
10,e008,NS_accuracy,98,FALSE
10,e009,NS_accuracy,98.5,FALSE
10,e010,NS_accuracy,100,FALSE
10,e011,NS_accuracy,100,FALSE
10,e000,NS_mean_RT,633,FALSE
10,e001,NS_mean_RT,622.5,FALSE
10,e002,NS_mean_RT,602.5,FALSE
10,e003,NS_mean_RT,605.5,FALSE
10,e004,NS_mean_RT,613,FALSE
10,e005,NS_mean_RT,659.5,TRUE
10,e006,NS_mean_RT,646.5,FALSE
10,e007,NS_mean_RT,573.5,FALSE
10,e008,NS_mean_RT,585,FALSE
10,e009,NS_mean_RT,569,FALSE
10,e010,NS_mean_RT,611.5,FALSE
10,e011,NS_mean_RT,600,FALSE
10,e000,NS_mean_RTdiff,28.5,FALSE
10,e001,NS_mean_RTdiff,22,FALSE
10,e002,NS_mean_RTdiff,24,FALSE
10,e003,NS_mean_RTdiff,31,FALSE
10,e004,NS_mean_RTdiff,35,FALSE
10,e005,NS_mean_RTdiff,22.5,FALSE
10,e006,NS_mean_RTdiff,18,FALSE
10,e007,NS_mean_RTdiff,18,FALSE
10,e008,NS_mean_RTdiff,22,FALSE
10,e009,NS_mean_RTdiff,19.5,FALSE
10,e010,NS_mean_RTdiff,21.5,FALSE
10,e011,NS_mean_RTdiff,21,FALSE
10,e000,SB_accuracy,50,FALSE
10,e001,SB_accuracy,73,FALSE
10,e002,SB_accuracy,20,FALSE
10,e003,SB_accuracy,45,FALSE
10,e004,SB_accuracy,62,FALSE
10,e005,SB_accuracy,80,FALSE
10,e006,SB_accuracy,60,FALSE
10,e007,SB_accuracy,38,FALSE
10,e008,SB_accuracy,62,FALSE
10,e009,SB_accuracy,44,FALSE
10,e010,SB_accuracy,80,FALSE
10,e011,SB_accuracy,50,FALSE
10,e000,SL_accuracy,67,FALSE
10,e001,SL_accuracy,57,FALSE
10,e002,SL_accuracy,40,FALSE
10,e003,SL_accuracy,67,FALSE
10,e004,SL_accuracy,45,FALSE
10,e005,SL_accuracy,44,FALSE
10,e006,SL_accuracy,75,FALSE
10,e007,SL_accuracy,44,FALSE
10,e008,SL_accuracy,75,FALSE
10,e009,SL_accuracy,80,FALSE
10,e010,SL_accuracy,56,FALSE
10,e011,SL_accuracy,50,FALSE
10,e000,SR_accuracy,20,FALSE
10,e001,SR_accuracy,25,FALSE
10,e002,SR_accuracy,36,FALSE
10,e003,SR_accuracy,40,FALSE
10,e004,SR_accuracy,18,TRUE
10,e005,SR_accuracy,30,FALSE
10,e006,SR_accuracy,12,TRUE
10,e007,SR_accuracy,27,FALSE
10,e008,SR_accuracy,30,FALSE
10,e009,SR_accuracy,67,FALSE
10,e010,SR_accuracy,38,FALSE
10,e011,SR_accuracy,18,TRUE
11,e000,IG_accuracy,91,FALSE
11,e001,IG_accuracy,91,FALSE
11,e002,IG_accuracy,100,FALSE
11,e003,IG_accuracy,91,FALSE
11,e004,IG_accuracy,100,FALSE
11,e005,IG_accuracy,78,TRUE
11,e006,IG_accuracy,91,FALSE
11,e007,IG_accuracy,100,FALSE
11,e008,IG_accuracy,92,FALSE
11,e009,IG_accuracy,100,FALSE
11,e010,IG_accuracy,86,FALSE
11,e011,IG_accuracy,90,FALSE
11,e000,NS_accuracy,98.5,FALSE
11,e001,NS_accuracy,98.5,FALSE
11,e002,NS_accuracy,100,FALSE
11,e003,NS_accuracy,97,FALSE
11,e004,NS_accuracy,96.5,FALSE
11,e005,NS_accuracy,98.5,FALSE
11,e006,NS_accuracy,98.5,FALSE
11,e007,NS_accuracy,98.5,FALSE
11,e008,NS_accuracy,100,FALSE
11,e009,NS_accuracy,98.5,FALSE
11,e010,NS_accuracy,97,FALSE
11,e011,NS_accuracy,100,FALSE
11,e000,NS_mean_RT,589.5,FALSE
11,e001,NS_mean_RT,590,FALSE
11,e002,NS_mean_RT,628,FALSE
11,e003,NS_mean_RT,587.5,FALSE
11,e004,NS_mean_RT,608.5,FALSE
11,e005,NS_mean_RT,606.5,FALSE
11,e006,NS_mean_RT,572,FALSE
11,e007,NS_mean_RT,588.5,FALSE
11,e008,NS_mean_RT,599,FALSE
11,e009,NS_mean_RT,576.5,FALSE
11,e010,NS_mean_RT,603.5,FALSE
11,e011,NS_mean_RT,608,FALSE
11,e000,NS_mean_RTdiff,19,FALSE
11,e001,NS_mean_RTdiff,18,FALSE
11,e002,NS_mean_RTdiff,24,FALSE
11,e003,NS_mean_RTdiff,25,FALSE
11,e004,NS_mean_RTdiff,24.5,FALSE
11,e005,NS_mean_RTdiff,14,FALSE
11,e006,NS_mean_RTdiff,18.5,FALSE
11,e007,NS_mean_RTdiff,15.5,FALSE
11,e008,NS_mean_RTdiff,21,FALSE
11,e009,NS_mean_RTdiff,12,FALSE
11,e010,NS_mean_RTdiff,14.5,FALSE
11,e011,NS_mean_RTdiff,10.5,FALSE
11,e000,SB_accuracy,60,FALSE
11,e001,SB_accuracy,82,FALSE
11,e002,SB_accuracy,0,TRUE
11,e003,SB_accuracy,45,FALSE
11,e004,SB_accuracy,54,FALSE
11,e005,SB_accuracy,60,FALSE
11,e006,SB_accuracy,67,FALSE
11,e007,SB_accuracy,50,FALSE
11,e008,SB_accuracy,50,FALSE
11,e009,SB_accuracy,67,FALSE
11,e010,SB_accuracy,70,FALSE
11,e011,SB_accuracy,40,FALSE
11,e000,SL_accuracy,44,FALSE
11,e001,SL_accuracy,43,FALSE
11,e002,SL_accuracy,33,FALSE
11,e003,SL_accuracy,33,FALSE
11,e004,SL_accuracy,55,FALSE
11,e005,SL_accuracy,33,FALSE
11,e006,SL_accuracy,62,FALSE
11,e007,SL_accuracy,33,FALSE
11,e008,SL_accuracy,50,FALSE
11,e009,SL_accuracy,40,FALSE
11,e010,SL_accuracy,50,FALSE
11,e011,SL_accuracy,60,FALSE
11,e000,SR_accuracy,20,FALSE
11,e001,SR_accuracy,12,TRUE
11,e002,SR_accuracy,36,FALSE
11,e003,SR_accuracy,40,FALSE
11,e004,SR_accuracy,36,FALSE
11,e005,SR_accuracy,30,FALSE
11,e006,SR_accuracy,25,FALSE
11,e007,SR_accuracy,45,FALSE
11,e008,SR_accuracy,40,FALSE
11,e009,SR_accuracy,33,FALSE
11,e010,SR_accuracy,50,FALSE
11,e011,SR_accuracy,36,FALSE
12,e000,IG_accuracy,91,FALSE
12,e001,IG_accuracy,91,FALSE
12,e002,IG_accuracy,91,FALSE
12,e003,IG_accuracy,100,FALSE
12,e004,IG_accuracy,100,FALSE
12,e005,IG_accuracy,89,FALSE
12,e006,IG_accuracy,100,FALSE
12,e007,IG_accuracy,100,FALSE
12,e008,IG_accuracy,92,FALSE
12,e009,IG_accuracy,100,FALSE
12,e010,IG_accuracy,86,FALSE
12,e011,IG_accuracy,90,FALSE
12,e000,NS_accuracy,100,FALSE
12,e001,NS_accuracy,100,FALSE
12,e002,NS_accuracy,100,FALSE
12,e003,NS_accuracy,98.5,FALSE
12,e004,NS_accuracy,100,FALSE
12,e005,NS_accuracy,97,FALSE
12,e006,NS_accuracy,100,FALSE
12,e007,NS_accuracy,95,FALSE
12,e008,NS_accuracy,98.5,FALSE
12,e009,NS_accuracy,89.5,FALSE
12,e010,NS_accuracy,93.5,FALSE
12,e011,NS_accuracy,93.5,FALSE
12,e000,NS_mean_RT,562,FALSE
12,e001,NS_mean_RT,558.5,FALSE
12,e002,NS_mean_RT,579.5,FALSE
12,e003,NS_mean_RT,604.5,FALSE
12,e004,NS_mean_RT,619,FALSE
12,e005,NS_mean_RT,675.5,TRUE
12,e006,NS_mean_RT,602,FALSE
12,e007,NS_mean_RT,652.5,TRUE
12,e008,NS_mean_RT,646,FALSE
12,e009,NS_mean_RT,626,FALSE
12,e010,NS_mean_RT,630.5,FALSE
12,e011,NS_mean_RT,652.5,TRUE
12,e000,NS_mean_RTdiff,11.5,FALSE
12,e001,NS_mean_RTdiff,10.5,FALSE
12,e002,NS_mean_RTdiff,9,FALSE
12,e003,NS_mean_RTdiff,23,FALSE
12,e004,NS_mean_RTdiff,17,FALSE
12,e005,NS_mean_RTdiff,19,FALSE
12,e006,NS_mean_RTdiff,15.5,FALSE
12,e007,NS_mean_RTdiff,11.5,FALSE
12,e008,NS_mean_RTdiff,16,FALSE
12,e009,NS_mean_RTdiff,16,FALSE
12,e010,NS_mean_RTdiff,19.5,FALSE
12,e011,NS_mean_RTdiff,17.5,FALSE
12,e000,SB_accuracy,50,FALSE
12,e001,SB_accuracy,64,FALSE
12,e002,SB_accuracy,40,FALSE
12,e003,SB_accuracy,45,FALSE
12,e004,SB_accuracy,77,FALSE
12,e005,SB_accuracy,80,FALSE
12,e006,SB_accuracy,80,FALSE
12,e007,SB_accuracy,62,FALSE
12,e008,SB_accuracy,62,FALSE
12,e009,SB_accuracy,67,FALSE
12,e010,SB_accuracy,60,FALSE
12,e011,SB_accuracy,50,FALSE
12,e000,SL_accuracy,67,FALSE
12,e001,SL_accuracy,43,FALSE
12,e002,SL_accuracy,53,FALSE
12,e003,SL_accuracy,56,FALSE
12,e004,SL_accuracy,55,FALSE
12,e005,SL_accuracy,56,FALSE
12,e006,SL_accuracy,62,FALSE
12,e007,SL_accuracy,56,FALSE
12,e008,SL_accuracy,50,FALSE
12,e009,SL_accuracy,40,FALSE
12,e010,SL_accuracy,44,FALSE
12,e011,SL_accuracy,40,FALSE
12,e000,SR_accuracy,40,FALSE
12,e001,SR_accuracy,12,TRUE
12,e002,SR_accuracy,45,FALSE
12,e003,SR_accuracy,80,FALSE
12,e004,SR_accuracy,36,FALSE
12,e005,SR_accuracy,30,FALSE
12,e006,SR_accuracy,38,FALSE
12,e007,SR_accuracy,55,FALSE
12,e008,SR_accuracy,60,FALSE
12,e009,SR_accuracy,50,FALSE
12,e010,SR_accuracy,62,FALSE
12,e011,SR_accuracy,45,FALSE
13,e000,IG_accuracy,82,FALSE
13,e001,IG_accuracy,82,FALSE
13,e002,IG_accuracy,100,FALSE
13,e003,IG_accuracy,100,FALSE
13,e004,IG_accuracy,71,TRUE
13,e005,IG_accuracy,78,TRUE
13,e006,IG_accuracy,91,FALSE
13,e007,IG_accuracy,82,FALSE
13,e008,IG_accuracy,100,FALSE
13,e009,IG_accuracy,100,FALSE
13,e010,IG_accuracy,100,FALSE
13,e011,IG_accuracy,100,FALSE
13,e000,NS_accuracy,100,FALSE
13,e001,NS_accuracy,98.5,FALSE
13,e002,NS_accuracy,98.5,FALSE
13,e003,NS_accuracy,100,FALSE
13,e004,NS_accuracy,100,FALSE
13,e005,NS_accuracy,98.5,FALSE
13,e006,NS_accuracy,100,FALSE
13,e007,NS_accuracy,97,FALSE
13,e008,NS_accuracy,95,FALSE
13,e009,NS_accuracy,86.5,FALSE
13,e010,NS_accuracy,95,FALSE
13,e011,NS_accuracy,91.5,FALSE
13,e000,NS_mean_RT,624,FALSE
13,e001,NS_mean_RT,604.5,FALSE
13,e002,NS_mean_RT,628,FALSE
13,e003,NS_mean_RT,643.5,FALSE
13,e004,NS_mean_RT,631,FALSE
13,e005,NS_mean_RT,657,TRUE
13,e006,NS_mean_RT,597,FALSE
13,e007,NS_mean_RT,645,FALSE
13,e008,NS_mean_RT,683.5,TRUE
13,e009,NS_mean_RT,667.5,TRUE
13,e010,NS_mean_RT,664.5,TRUE
13,e011,NS_mean_RT,628,FALSE
13,e000,NS_mean_RTdiff,22,FALSE
13,e001,NS_mean_RTdiff,17.5,FALSE
13,e002,NS_mean_RTdiff,18,FALSE
13,e003,NS_mean_RTdiff,17.5,FALSE
13,e004,NS_mean_RTdiff,11.5,FALSE
13,e005,NS_mean_RTdiff,13.5,FALSE
13,e006,NS_mean_RTdiff,17,FALSE
13,e007,NS_mean_RTdiff,24,FALSE
13,e008,NS_mean_RTdiff,31,FALSE
13,e009,NS_mean_RTdiff,15,FALSE
13,e010,NS_mean_RTdiff,18,FALSE
13,e011,NS_mean_RTdiff,16,FALSE
13,e000,SB_accuracy,60,FALSE
13,e001,SB_accuracy,82,FALSE
13,e002,SB_accuracy,60,FALSE
13,e003,SB_accuracy,45,FALSE
13,e004,SB_accuracy,69,FALSE
13,e005,SB_accuracy,80,FALSE
13,e006,SB_accuracy,73,FALSE
13,e007,SB_accuracy,50,FALSE
13,e008,SB_accuracy,75,FALSE
13,e009,SB_accuracy,56,FALSE
13,e010,SB_accuracy,90,FALSE
13,e011,SB_accuracy,70,FALSE
13,e000,SL_accuracy,56,FALSE
13,e001,SL_accuracy,43,FALSE
13,e002,SL_accuracy,60,FALSE
13,e003,SL_accuracy,78,FALSE
13,e004,SL_accuracy,27,FALSE
13,e005,SL_accuracy,56,FALSE
13,e006,SL_accuracy,62,FALSE
13,e007,SL_accuracy,67,FALSE
13,e008,SL_accuracy,67,FALSE
13,e009,SL_accuracy,40,FALSE
13,e010,SL_accuracy,50,FALSE
13,e011,SL_accuracy,70,FALSE
13,e000,SR_accuracy,60,FALSE
13,e001,SR_accuracy,38,FALSE
13,e002,SR_accuracy,45,FALSE
13,e003,SR_accuracy,60,FALSE
13,e004,SR_accuracy,64,FALSE
13,e005,SR_accuracy,50,FALSE
13,e006,SR_accuracy,62,FALSE
13,e007,SR_accuracy,27,FALSE
13,e008,SR_accuracy,70,FALSE
13,e009,SR_accuracy,42,FALSE
13,e010,SR_accuracy,62,FALSE
13,e011,SR_accuracy,36,FALSE
14,e000,IG_accuracy,91,FALSE
14,e001,IG_accuracy,91,FALSE
14,e002,IG_accuracy,100,FALSE
14,e003,IG_accuracy,82,FALSE
14,e004,IG_accuracy,100,FALSE
14,e005,IG_accuracy,89,FALSE
14,e006,IG_accuracy,100,FALSE
14,e007,IG_accuracy,100,FALSE
14,e008,IG_accuracy,92,FALSE
14,e009,IG_accuracy,100,FALSE
14,e010,IG_accuracy,100,FALSE
14,e011,IG_accuracy,100,FALSE
14,e000,NS_accuracy,98.5,FALSE
14,e001,NS_accuracy,100,FALSE
14,e002,NS_accuracy,98.5,FALSE
14,e003,NS_accuracy,98.5,FALSE
14,e004,NS_accuracy,100,FALSE
14,e005,NS_accuracy,98.5,FALSE
14,e006,NS_accuracy,100,FALSE
14,e007,NS_accuracy,100,FALSE
14,e008,NS_accuracy,100,FALSE
14,e009,NS_accuracy,98.5,FALSE
14,e010,NS_accuracy,100,FALSE
14,e011,NS_accuracy,98.5,FALSE
14,e000,NS_mean_RT,593,FALSE
14,e001,NS_mean_RT,578,FALSE
14,e002,NS_mean_RT,584,FALSE
14,e003,NS_mean_RT,579.5,FALSE
14,e004,NS_mean_RT,569.5,FALSE
14,e005,NS_mean_RT,585.5,FALSE
14,e006,NS_mean_RT,596.5,FALSE
14,e007,NS_mean_RT,622,FALSE
14,e008,NS_mean_RT,607.5,FALSE
14,e009,NS_mean_RT,604,FALSE
14,e010,NS_mean_RT,575,FALSE
14,e011,NS_mean_RT,594,FALSE
14,e000,NS_mean_RTdiff,18.5,FALSE
14,e001,NS_mean_RTdiff,28,FALSE
14,e002,NS_mean_RTdiff,28.5,FALSE
14,e003,NS_mean_RTdiff,21,FALSE
14,e004,NS_mean_RTdiff,28,FALSE
14,e005,NS_mean_RTdiff,17,FALSE
14,e006,NS_mean_RTdiff,24,FALSE
14,e007,NS_mean_RTdiff,25,FALSE
14,e008,NS_mean_RTdiff,22.5,FALSE
14,e009,NS_mean_RTdiff,22.5,FALSE
14,e010,NS_mean_RTdiff,23,FALSE
14,e011,NS_mean_RTdiff,21.5,FALSE
14,e000,SB_accuracy,20,FALSE
14,e001,SB_accuracy,55,FALSE
14,e002,SB_accuracy,20,FALSE
14,e003,SB_accuracy,45,FALSE
14,e004,SB_accuracy,54,FALSE
14,e005,SB_accuracy,60,FALSE
14,e006,SB_accuracy,60,FALSE
14,e007,SB_accuracy,75,FALSE
14,e008,SB_accuracy,50,FALSE
14,e009,SB_accuracy,33,FALSE
14,e010,SB_accuracy,70,FALSE
14,e011,SB_accuracy,50,FALSE
14,e000,SL_accuracy,67,FALSE
14,e001,SL_accuracy,57,FALSE
14,e002,SL_accuracy,53,FALSE
14,e003,SL_accuracy,44,FALSE
14,e004,SL_accuracy,36,FALSE
14,e005,SL_accuracy,56,FALSE
14,e006,SL_accuracy,62,FALSE
14,e007,SL_accuracy,56,FALSE
14,e008,SL_accuracy,67,FALSE
14,e009,SL_accuracy,60,FALSE
14,e010,SL_accuracy,38,FALSE
14,e011,SL_accuracy,70,FALSE
14,e000,SR_accuracy,40,FALSE
14,e001,SR_accuracy,38,FALSE
14,e002,SR_accuracy,45,FALSE
14,e003,SR_accuracy,50,FALSE
14,e004,SR_accuracy,45,FALSE
14,e005,SR_accuracy,40,FALSE
14,e006,SR_accuracy,62,FALSE
14,e007,SR_accuracy,64,FALSE
14,e008,SR_accuracy,60,FALSE
14,e009,SR_accuracy,67,FALSE
14,e010,SR_accuracy,62,FALSE
14,e011,SR_accuracy,45,FALSE
15,e000,IG_accuracy,100,FALSE
15,e001,IG_accuracy,100,FALSE
15,e002,IG_accuracy,100,FALSE
15,e003,IG_accuracy,100,FALSE
15,e004,IG_accuracy,100,FALSE
15,e005,IG_accuracy,89,FALSE
15,e006,IG_accuracy,91,FALSE
15,e007,IG_accuracy,100,FALSE
15,e008,IG_accuracy,100,FALSE
15,e009,IG_accuracy,100,FALSE
15,e010,IG_accuracy,86,FALSE
15,e011,IG_accuracy,90,FALSE
15,e000,NS_accuracy,97,FALSE
15,e001,NS_accuracy,98.5,FALSE
15,e002,NS_accuracy,95,FALSE
15,e003,NS_accuracy,100,FALSE
15,e004,NS_accuracy,98.5,FALSE
15,e005,NS_accuracy,97,FALSE
15,e006,NS_accuracy,100,FALSE
15,e007,NS_accuracy,97,FALSE
15,e008,NS_accuracy,96.5,FALSE
15,e009,NS_accuracy,98.5,FALSE
15,e010,NS_accuracy,98.5,FALSE
15,e011,NS_accuracy,98.5,FALSE
15,e000,NS_mean_RT,567,FALSE
15,e001,NS_mean_RT,557,FALSE
15,e002,NS_mean_RT,547,FALSE
15,e003,NS_mean_RT,573,FALSE
15,e004,NS_mean_RT,565.5,FALSE
15,e005,NS_mean_RT,588,FALSE
15,e006,NS_mean_RT,563,FALSE
15,e007,NS_mean_RT,589,FALSE
15,e008,NS_mean_RT,563,FALSE
15,e009,NS_mean_RT,562,FALSE
15,e010,NS_mean_RT,572,FALSE
15,e011,NS_mean_RT,578.5,FALSE
15,e000,NS_mean_RTdiff,18,FALSE
15,e001,NS_mean_RTdiff,23,FALSE
15,e002,NS_mean_RTdiff,21.5,FALSE
15,e003,NS_mean_RTdiff,15.5,FALSE
15,e004,NS_mean_RTdiff,18.5,FALSE
15,e005,NS_mean_RTdiff,18.5,FALSE
15,e006,NS_mean_RTdiff,15,FALSE
15,e007,NS_mean_RTdiff,18,FALSE
15,e008,NS_mean_RTdiff,15.5,FALSE
15,e009,NS_mean_RTdiff,18.5,FALSE
15,e010,NS_mean_RTdiff,13,FALSE
15,e011,NS_mean_RTdiff,16,FALSE
15,e000,SB_accuracy,60,FALSE
15,e001,SB_accuracy,55,FALSE
15,e002,SB_accuracy,0,TRUE
15,e003,SB_accuracy,55,FALSE
15,e004,SB_accuracy,54,FALSE
15,e005,SB_accuracy,50,FALSE
15,e006,SB_accuracy,67,FALSE
15,e007,SB_accuracy,38,FALSE
15,e008,SB_accuracy,62,FALSE
15,e009,SB_accuracy,56,FALSE
15,e010,SB_accuracy,70,FALSE
15,e011,SB_accuracy,60,FALSE
15,e000,SL_accuracy,33,FALSE
15,e001,SL_accuracy,29,FALSE
15,e002,SL_accuracy,27,FALSE
15,e003,SL_accuracy,33,FALSE
15,e004,SL_accuracy,55,FALSE
15,e005,SL_accuracy,67,FALSE
15,e006,SL_accuracy,62,FALSE
15,e007,SL_accuracy,44,FALSE
15,e008,SL_accuracy,50,FALSE
15,e009,SL_accuracy,60,FALSE
15,e010,SL_accuracy,50,FALSE
15,e011,SL_accuracy,60,FALSE
15,e000,SR_accuracy,60,FALSE
15,e001,SR_accuracy,38,FALSE
15,e002,SR_accuracy,45,FALSE
15,e003,SR_accuracy,40,FALSE
15,e004,SR_accuracy,45,FALSE
15,e005,SR_accuracy,10,TRUE
15,e006,SR_accuracy,50,FALSE
15,e007,SR_accuracy,27,FALSE
15,e008,SR_accuracy,50,FALSE
15,e009,SR_accuracy,75,FALSE
15,e010,SR_accuracy,50,FALSE
15,e011,SR_accuracy,45,FALSE
16,e000,IG_accuracy,82,FALSE
16,e001,IG_accuracy,82,FALSE
16,e002,IG_accuracy,91,FALSE
16,e003,IG_accuracy,82,FALSE
16,e004,IG_accuracy,86,FALSE
16,e005,IG_accuracy,78,TRUE
16,e006,IG_accuracy,100,FALSE
16,e007,IG_accuracy,91,FALSE
16,e008,IG_accuracy,100,FALSE
16,e009,IG_accuracy,100,FALSE
16,e010,IG_accuracy,86,FALSE
16,e011,IG_accuracy,80,FALSE
16,e000,NS_accuracy,100,FALSE
16,e001,NS_accuracy,100,FALSE
16,e002,NS_accuracy,98.5,FALSE
16,e003,NS_accuracy,98.5,FALSE
16,e004,NS_accuracy,91.5,FALSE
16,e005,NS_accuracy,90.5,FALSE
16,e006,NS_accuracy,91.5,FALSE
16,e007,NS_accuracy,88.5,FALSE
16,e008,NS_accuracy,93,FALSE
16,e009,NS_accuracy,88,FALSE
16,e010,NS_accuracy,88.5,FALSE
16,e011,NS_accuracy,83,TRUE
16,e000,NS_mean_RT,548,FALSE
16,e001,NS_mean_RT,520.5,FALSE
16,e002,NS_mean_RT,561,FALSE
16,e003,NS_mean_RT,650.5,TRUE
16,e004,NS_mean_RT,607.5,FALSE
16,e005,NS_mean_RT,594.5,FALSE
16,e006,NS_mean_RT,610.5,FALSE
16,e007,NS_mean_RT,655,TRUE
16,e008,NS_mean_RT,587.5,FALSE
16,e009,NS_mean_RT,601,FALSE
16,e010,NS_mean_RT,631.5,FALSE
16,e011,NS_mean_RT,640.5,FALSE
16,e000,NS_mean_RTdiff,33,FALSE
16,e001,NS_mean_RTdiff,29.5,FALSE
16,e002,NS_mean_RTdiff,33,FALSE
16,e003,NS_mean_RTdiff,31.5,FALSE
16,e004,NS_mean_RTdiff,29,FALSE
16,e005,NS_mean_RTdiff,20.5,FALSE
16,e006,NS_mean_RTdiff,30,FALSE
16,e007,NS_mean_RTdiff,16,FALSE
16,e008,NS_mean_RTdiff,17.5,FALSE
16,e009,NS_mean_RTdiff,19.5,FALSE
16,e010,NS_mean_RTdiff,14.5,FALSE
16,e011,NS_mean_RTdiff,19.5,FALSE
16,e000,SB_accuracy,30,FALSE
16,e001,SB_accuracy,27,FALSE
16,e002,SB_accuracy,40,FALSE
16,e003,SB_accuracy,45,FALSE
16,e004,SB_accuracy,38,FALSE
16,e005,SB_accuracy,60,FALSE
16,e006,SB_accuracy,33,FALSE
16,e007,SB_accuracy,50,FALSE
16,e008,SB_accuracy,62,FALSE
16,e009,SB_accuracy,22,FALSE
16,e010,SB_accuracy,60,FALSE
16,e011,SB_accuracy,40,FALSE
16,e000,SL_accuracy,78,FALSE
